venta_id,cliente_id,producto_id,fecha,cantidad,precio_unitario,descuento,total
V001325,C0110,P018,2023-01-18,5,167,0.1,751.5
V001326,C0024,P037,2024-01-20,5,492,0.0,2460.0
V001327,C0152,P021,2024-04-06,5,159,0.05,755.25
V001328,C0092,P012,2023-03-03,4,415,0.0,1660.0
V001329,C0036,P002,2023-09-17,2,50,0.05,95.0
V001330,C0041,P043,2023-01-16,1,346,0.1,311.4
V001331,C0167,P032,2023-04-09,2,276,0.1,496.8
V001332,C0170,P006,2023-06-03,3,90,0.0,270.0
V001333,C0052,P037,2023-09-07,4,492,0.1,1771.2
V001334,C0104,P030,2024-06-28,5,121,0.1,544.5
V001335,C0117,P026,2023-02-07,5,394,0.1,1773.0
V001336,C0122,P014,2023-03-17,2,111,0.05,210.9
V001337,C0126,P031,2023-08-25,1,286,0.1,257.4
V001338,C0198,P012,2023-05-16,4,415,0.1,1494.0
V001339,C0100,P044,2023-01-29,4,432,0.05,1641.6
V001340,C0179,P037,2024-06-27,5,492,0.1,2214.0
V001341,C0122,P042,2024-07-11,4,147,0.05,558.6
V001342,C0061,P041,2023-08-01,5,388,0.1,1746.0
V001343,C0178,P020,2023-07-27,1,171,0.1,153.9
V001344,C0024,P041,2024-01-27,3,388,0.05,1105.8
V001345,C0049,P002,2024-06-08,5,50,0.1,225.0
V001346,C0086,P012,2023-08-27,1,415,0.0,415.0
V001347,C0012,P011,2023-05-04,5,326,0.0,1630.0
V001348,C0091,P002,2023-12-24,4,50,0.05,190.0
V001349,C0070,P019,2024-07-30,4,490,0.05,1862.0
V001350,C0123,P001,2024-12-29,1,326,0.0,326.0
V001351,C0036,P027,2024-07-28,4,81,0.05,307.8
V001352,C0079,P020,2024-07-11,4,171,0.05,649.8
V001353,C0103,P020,2024-08-09,4,171,0.1,615.6
V001354,C0116,P020,2023-04-02,4,171,0.0,684.0
V001355,C0099,P023,2024-03-12,1,463,0.05,439.85
V001356,C0085,P003,2023-01-24,4,59,0.0,236.0
V001357,C0091,P021,2024-12-16,2,159,0.05,302.1
V001358,C0051,P003,2024-08-25,4,59,0.05,224.2
V001359,C0145,P028,2024-09-23,2,459,0.05,872.1
V001360,C0113,P006,2023-04-23,5,90,0.1,405.0
V001361,C0092,P009,2024-08-05,4,331,0.0,1324.0
V001362,C0083,P014,2023-02-20,3,111,0.1,299.7
V001363,C0120,P047,2023-01-09,2,91,0.05,172.9
V001364,C0090,P008,2023-06-15,5,442,0.0,2210.0
V001365,C0119,P027,2024-11-21,2,81,0.05,153.9
V001366,C0077,P016,2023-03-22,3,167,0.1,450.9
V001367,C0075,P034,2024-09-27,5,478,0.1,2151.0
V001368,C0196,P022,2024-09-18,4,345,0.05,1311.0
V001369,C0073,P027,2024-11-04,4,81,0.0,324.0
V001370,C0077,P022,2023-09-26,3,345,0.1,931.5
V001371,C0057,P020,2024-12-27,3,171,0.0,513.0
V001372,C0079,P040,2023-05-05,4,196,0.1,705.6
V001373,C0155,P038,2023-09-08,5,134,0.0,670.0
V001374,C0181,P017,2023-10-10,5,86,0.05,408.5
V001375,C0073,P015,2024-08-11,3,223,0.05,635.55
V001376,C0068,P002,2024-06-22,5,50,0.0,250.0
V001377,C0038,P015,2023-02-18,5,223,0.05,1059.25
V001378,C0129,P027,2023-05-12,5,81,0.1,364.5
V001379,C0123,P047,2023-08-12,5,91,0.1,409.5
V001380,C0137,P042,2024-06-18,5,147,0.05,698.25
V001381,C0026,P016,2023-06-11,1,167,0.0,167.0
V001382,C0195,P037,2024-04-01,2,492,0.0,984.0
V001383,C0177,P012,2023-04-28,4,415,0.0,1660.0
V001384,C0123,P021,2023-11-05,5,159,0.05,755.25
V001385,C0050,P019,2024-10-07,4,490,0.05,1862.0
V001386,C0087,P031,2024-08-22,2,286,0.0,572.0
V001387,C0010,P016,2023-01-11,1,167,0.05,158.65
V001388,C0072,P037,2024-03-19,3,492,0.05,1402.2
V001389,C0017,P010,2024-09-17,2,496,0.1,892.8
V001390,C0014,P002,2023-05-25,3,50,0.0,150.0
V001391,C0035,P050,2023-04-28,2,176,0.1,316.8
V001392,C0119,P022,2024-02-07,3,345,0.1,931.5
V001393,C0181,P039,2024-02-06,2,185,0.05,351.5
V001394,C0150,P022,2024-10-05,4,345,0.0,1380.0
V001395,C0143,P028,2023-03-22,5,459,0.1,2065.5
V001396,C0056,P005,2023-09-25,3,172,0.1,464.4
V001397,C0077,P013,2023-09-23,3,274,0.05,780.9
V001398,C0100,P015,2023-03-28,1,223,0.0,223.0
V001399,C0139,P036,2024-01-15,1,258,0.0,258.0
V001400,C0076,P012,2023-07-15,4,415,0.0,1660.0
V001401,C0172,P048,2023-05-19,1,354,0.0,354.0
V001402,C0050,P020,2024-04-13,3,171,0.0,513.0
V001403,C0068,P027,2023-08-01,1,81,0.0,81.0
V001404,C0078,P015,2024-11-10,4,223,0.1,802.8
V001405,C0149,P027,2024-05-31,4,81,0.1,291.6
V001406,C0008,P003,2024-07-19,3,59,0.1,159.3
V001407,C0182,P010,2024-08-05,3,496,0.05,1413.6
V001408,C0193,P038,2023-02-21,2,134,0.1,241.2
V001409,C0023,P042,2024-11-09,4,147,0.05,558.6
V001410,C0074,P005,2024-04-21,3,172,0.0,516.0
V001411,C0010,P020,2023-08-01,3,171,0.0,513.0
V001412,C0040,P015,2024-07-03,3,223,0.0,669.0
V001413,C0042,P011,2024-07-26,5,326,0.05,1548.5
V001414,C0109,P026,2023-12-13,2,394,0.05,748.6
V001415,C0193,P022,2023-06-13,2,345,0.0,690.0
V001416,C0035,P034,2023-06-06,5,478,0.0,2390.0
V001417,C0003,P009,2023-01-17,2,331,0.05,628.9
V001418,C0103,P037,2023-04-21,2,492,0.0,984.0
V001419,C0003,P015,2023-01-23,2,223,0.0,446.0
V001420,C0065,P027,2024-04-24,4,81,0.0,324.0
V001421,C0188,P045,2023-05-06,4,349,0.05,1326.2
V001422,C0094,P001,2024-03-24,4,326,0.0,1304.0
V001423,C0199,P031,2024-09-16,5,286,0.05,1358.5
V001424,C0193,P021,2023-09-13,1,159,0.0,159.0
V001425,C0072,P042,2024-01-15,2,147,0.0,294.0
V001426,C0021,P012,2023-08-25,5,415,0.1,1867.5
V001427,C0198,P017,2024-05-14,2,86,0.0,172.0
V001428,C0008,P014,2023-10-05,2,111,0.0,222.0
V001429,C0033,P035,2023-10-31,4,435,0.0,1740.0
V001430,C0149,P048,2023-01-17,1,354,0.05,336.3
V001431,C0184,P011,2023-06-17,2,326,0.05,619.4
V001432,C0014,P024,2023-03-01,4,99,0.1,356.4
V001433,C0106,P017,2024-11-07,5,86,0.05,408.5
V001434,C0187,P050,2023-04-15,4,176,0.1,633.6
V001435,C0163,P045,2024-05-22,3,349,0.05,994.65
V001436,C0106,P007,2024-09-29,5,467,0.0,2335.0
V001437,C0068,P004,2024-01-31,3,499,0.1,1347.3
V001438,C0139,P015,2024-07-03,4,223,0.0,892.0
V001439,C0174,P031,2024-10-06,2,286,0.05,543.4
V001440,C0130,P005,2023-07-04,2,172,0.05,326.8
V001441,C0154,P003,2024-08-21,3,59,0.05,168.15
V001442,C0101,P049,2024-06-30,3,256,0.1,691.2
V001443,C0066,P033,2023-05-31,2,100,0.05,190.0
V001444,C0064,P041,2023-07-12,4,388,0.1,1396.8
V001445,C0197,P005,2023-07-10,1,172,0.0,172.0
V001446,C0022,P006,2023-02-18,1,90,0.1,81.0
V001447,C0118,P033,2023-02-12,2,100,0.1,180.0
V001448,C0089,P045,2024-07-20,4,349,0.1,1256.4
V001449,C0158,P004,2024-11-16,1,499,0.05,474.05
V001450,C0013,P032,2023-10-26,1,276,0.1,248.4
V001451,C0058,P039,2023-06-04,3,185,0.0,555.0
V001452,C0151,P040,2024-09-24,3,196,0.1,529.2
V001453,C0091,P012,2024-09-04,3,415,0.1,1120.5
V001454,C0196,P008,2024-05-20,1,442,0.0,442.0
V001455,C0045,P010,2024-05-19,4,496,0.1,1785.6
V001456,C0066,P016,2023-08-14,5,167,0.05,793.25
V001457,C0047,P011,2023-01-22,3,326,0.05,929.1
V001458,C0039,P010,2023-04-26,4,496,0.0,1984.0
V001459,C0097,P044,2023-11-25,3,432,0.1,1166.4
V001460,C0166,P025,2023-07-16,2,266,0.1,478.8
V001461,C0189,P001,2024-12-09,5,326,0.0,1630.0
V001462,C0052,P019,2023-10-29,3,490,0.05,1396.5
V001463,C0005,P020,2024-05-29,5,171,0.05,812.25
V001464,C0131,P039,2024-08-17,3,185,0.0,555.0
V001465,C0070,P030,2023-01-22,2,121,0.0,242.0
V001466,C0096,P040,2024-11-30,4,196,0.1,705.6
V001467,C0176,P023,2023-03-15,5,463,0.05,2199.25
V001468,C0049,P044,2024-04-03,4,432,0.05,1641.6
V001469,C0160,P045,2023-07-06,4,349,0.05,1326.2
V001470,C0163,P043,2023-08-03,2,346,0.1,622.8
V001471,C0190,P021,2024-02-29,2,159,0.05,302.1
V001472,C0048,P029,2024-05-24,4,148,0.05,562.4
V001473,C0044,P011,2024-01-03,5,326,0.0,1630.0
V001474,C0005,P027,2023-03-24,4,81,0.05,307.8
V001475,C0139,P006,2023-05-26,5,90,0.0,450.0
V001476,C0008,P042,2024-01-13,5,147,0.1,661.5
V001477,C0041,P010,2024-08-29,3,496,0.0,1488.0
V001478,C0019,P021,2024-02-25,2,159,0.0,318.0
V001479,C0039,P038,2023-11-22,3,134,0.1,361.8
V001480,C0180,P038,2024-02-16,2,134,0.05,254.6
V001481,C0063,P030,2024-11-15,2,121,0.1,217.8
V001482,C0105,P012,2024-09-29,3,415,0.1,1120.5
V001483,C0196,P012,2023-02-13,4,415,0.05,1577.0
V001484,C0020,P022,2024-11-10,3,345,0.1,931.5
V001485,C0132,P002,2024-10-23,5,50,0.05,237.5
V001486,C0025,P013,2023-07-29,1,274,0.0,274.0
V001487,C0168,P035,2023-02-11,1,435,0.05,413.25
V001488,C0147,P035,2023-08-18,2,435,0.0,870.0
V001489,C0165,P006,2023-07-01,2,90,0.0,180.0
V001490,C0045,P005,2024-01-17,3,172,0.1,464.4
V001491,C0170,P008,2024-12-29,3,442,0.1,1193.4
V001492,C0040,P028,2024-07-10,4,459,0.1,1652.4
V001493,C0128,P026,2023-11-02,1,394,0.0,394.0
V001494,C0196,P038,2023-04-23,5,134,0.05,636.5
V001495,C0068,P036,2024-07-04,1,258,0.05,245.1
V001496,C0080,P020,2023-05-17,1,171,0.0,171.0
V001497,C0100,P012,2024-08-06,5,415,0.05,1971.25
V001498,C0114,P041,2024-06-21,4,388,0.0,1552.0
V001499,C0081,P034,2023-12-02,4,478,0.1,1720.8
V001500,C0103,P019,2024-02-13,3,490,0.1,1323.0
V001501,C0031,P039,2024-03-21,2,185,0.0,370.0
V001502,C0076,P043,2023-07-04,1,346,0.1,311.4
V001503,C0037,P046,2024-03-22,2,130,0.0,260.0
V001504,C0020,P013,2023-07-07,1,274,0.05,260.3
V001505,C0177,P005,2023-02-16,3,172,0.0,516.0
V001506,C0157,P017,2024-06-28,2,86,0.0,172.0
V001507,C0073,P047,2024-05-12,5,91,0.1,409.5
V001508,C0198,P045,2023-04-25,1,349,0.05,331.55
V001509,C0158,P029,2023-06-07,4,148,0.1,532.8
V001510,C0157,P039,2024-09-19,3,185,0.1,499.5
V001511,C0177,P034,2023-04-09,2,478,0.1,860.4
V001512,C0179,P013,2023-04-24,5,274,0.0,1370.0
V001513,C0015,P015,2024-03-18,4,223,0.05,847.4
V001514,C0006,P048,2024-12-05,2,354,0.1,637.2
V001515,C0001,P004,2023-01-06,3,499,0.0,1497.0
V001516,C0192,P011,2024-07-06,3,326,0.0,978.0
V001517,C0140,P026,2023-07-13,1,394,0.0,394.0
V001518,C0083,P041,2023-02-17,3,388,0.0,1164.0
V001519,C0070,P016,2024-06-26,2,167,0.1,300.6
V001520,C0182,P001,2023-12-30,5,326,0.1,1467.0
V001521,C0042,P027,2024-09-22,2,81,0.1,145.8
V001522,C0200,P037,2024-09-18,1,492,0.0,492.0
V001523,C0116,P026,2024-06-30,4,394,0.0,1576.0
V001524,C0118,P049,2024-03-22,2,256,0.0,512.0
V001525,C0046,P036,2023-07-31,5,258,0.1,1161.0
V001526,C0099,P044,2023-07-28,2,432,0.05,820.8
V001527,C0105,P048,2023-03-27,5,354,0.05,1681.5
V001528,C0163,P008,2024-10-08,5,442,0.05,2099.5
V001529,C0046,P026,2024-04-10,1,394,0.0,394.0
V001530,C0112,P036,2023-11-09,1,258,0.0,258.0
V001531,C0020,P013,2023-06-08,5,274,0.0,1370.0
V001532,C0052,P015,2024-09-15,2,223,0.0,446.0
V001533,C0173,P035,2024-06-04,2,435,0.05,826.5
V001534,C0048,P030,2024-09-06,1,121,0.1,108.9
V001535,C0123,P021,2024-12-26,1,159,0.05,151.05
V001536,C0124,P032,2024-01-30,1,276,0.1,248.4
V001537,C0012,P028,2024-10-06,3,459,0.1,1239.3
V001538,C0043,P001,2024-10-12,5,326,0.1,1467.0
V001539,C0026,P042,2023-09-30,2,147,0.0,294.0
V001540,C0160,P009,2024-04-23,5,331,0.05,1572.25
V001541,C0105,P008,2024-04-16,5,442,0.1,1989.0
V001542,C0029,P023,2024-08-30,4,463,0.1,1666.8
V001543,C0137,P042,2023-09-10,5,147,0.1,661.5
V001544,C0077,P023,2024-11-07,4,463,0.0,1852.0
V001545,C0189,P044,2023-01-18,2,432,0.1,777.6
V001546,C0101,P025,2024-01-13,4,266,0.1,957.6
V001547,C0099,P049,2023-06-24,5,256,0.05,1216.0
V001548,C0148,P007,2023-05-22,3,467,0.05,1330.95
V001549,C0053,P020,2024-09-23,5,171,0.1,769.5
V001550,C0145,P011,2023-12-18,3,326,0.0,978.0
V001551,C0155,P018,2024-11-18,4,167,0.1,601.2
V001552,C0163,P001,2024-03-31,3,326,0.0,978.0
V001553,C0149,P039,2023-01-24,4,185,0.05,703.0
V001554,C0161,P031,2023-05-27,5,286,0.05,1358.5
V001555,C0109,P038,2023-11-08,1,134,0.05,127.3
V001556,C0147,P040,2024-02-10,4,196,0.0,784.0
V001557,C0144,P001,2024-07-20,5,326,0.05,1548.5
V001558,C0079,P044,2024-11-27,4,432,0.05,1641.6
V001559,C0144,P023,2024-12-03,5,463,0.1,2083.5
V001560,C0073,P026,2023-10-10,1,394,0.1,354.6
V001561,C0050,P039,2024-05-31,3,185,0.0,555.0
V001562,C0106,P030,2023-09-06,3,121,0.05,344.85
V001563,C0133,P041,2023-12-18,2,388,0.05,737.2
V001564,C0188,P038,2024-07-03,5,134,0.0,670.0
V001565,C0098,P019,2024-08-21,5,490,0.0,2450.0
V001566,C0068,P019,2023-11-20,1,490,0.1,441.0
V001567,C0043,P043,2024-10-17,5,346,0.05,1643.5
V001568,C0003,P021,2023-06-25,1,159,0.0,159.0
V001569,C0042,P026,2023-05-23,4,394,0.0,1576.0
V001570,C0102,P026,2023-10-24,5,394,0.1,1773.0
V001571,C0016,P002,2024-07-11,2,50,0.05,95.0
V001572,C0137,P017,2024-01-03,5,86,0.0,430.0
V001573,C0198,P015,2023-01-01,5,223,0.1,1003.5
V001574,C0147,P036,2023-07-14,1,258,0.05,245.1
V001575,C0124,P020,2024-11-13,5,171,0.1,769.5
V001576,C0061,P040,2024-09-01,4,196,0.05,744.8
V001577,C0191,P007,2024-07-20,3,467,0.05,1330.95
V001578,C0061,P001,2023-06-02,4,326,0.05,1238.8
V001579,C0004,P004,2023-01-01,2,499,0.0,998.0
V001580,C0174,P023,2024-02-04,4,463,0.0,1852.0
V001581,C0152,P050,2024-09-02,3,176,0.1,475.2
V001582,C0053,P002,2024-01-02,4,50,0.05,190.0
V001583,C0025,P036,2023-09-25,5,258,0.0,1290.0
V001584,C0113,P035,2024-11-11,3,435,0.05,1239.75
V001585,C0115,P037,2023-02-23,5,492,0.05,2337.0
V001586,C0185,P002,2024-10-31,1,50,0.1,45.0
V001587,C0121,P011,2024-02-29,1,326,0.0,326.0
V001588,C0029,P041,2023-07-28,4,388,0.05,1474.4
V001589,C0177,P008,2023-02-18,2,442,0.05,839.8
V001590,C0076,P020,2023-09-16,2,171,0.1,307.8
V001591,C0153,P003,2024-02-07,4,59,0.05,224.2
V001592,C0171,P022,2024-03-08,5,345,0.05,1638.75
V001593,C0096,P011,2023-11-05,1,326,0.05,309.7
V001594,C0037,P050,2023-05-10,1,176,0.05,167.2
V001595,C0089,P040,2024-09-03,4,196,0.05,744.8
V001596,C0036,P021,2024-03-11,2,159,0.0,318.0
V001597,C0047,P008,2024-09-15,1,442,0.05,419.9
V001598,C0061,P014,2024-10-12,3,111,0.05,316.35
V001599,C0008,P017,2024-05-25,3,86,0.05,245.1
V001600,C0100,P020,2024-07-08,3,171,0.1,461.7
V001601,C0084,P024,2024-09-03,2,99,0.1,178.2
V001602,C0112,P021,2023-06-24,1,159,0.0,159.0
V001603,C0137,P015,2023-11-17,1,223,0.05,211.85
V001604,C0021,P009,2023-10-22,3,331,0.1,893.7
V001605,C0090,P014,2023-04-15,2,111,0.1,199.8
V001606,C0153,P004,2023-01-04,2,499,0.05,948.1
V001607,C0033,P043,2023-07-09,1,346,0.0,346.0
V001608,C0184,P050,2024-04-28,2,176,0.1,316.8
V001609,C0037,P041,2024-04-19,4,388,0.0,1552.0
V001610,C0109,P050,2023-10-05,5,176,0.1,792.0
V001611,C0140,P047,2023-09-10,5,91,0.05,432.25
V001612,C0143,P021,2024-12-30,3,159,0.1,429.3
V001613,C0084,P011,2023-07-05,5,326,0.1,1467.0
V001614,C0079,P011,2024-11-28,3,326,0.0,978.0
V001615,C0183,P021,2023-04-14,4,159,0.0,636.0
V001616,C0129,P021,2024-05-15,3,159,0.1,429.3
V001617,C0022,P029,2023-03-10,1,148,0.05,140.6
V001618,C0014,P034,2024-10-14,1,478,0.05,454.1
V001619,C0079,P039,2023-04-05,3,185,0.05,527.25
V001620,C0117,P020,2023-10-03,4,171,0.0,684.0
V001621,C0196,P024,2024-10-15,2,99,0.05,188.1
V001622,C0198,P010,2023-11-01,4,496,0.1,1785.6
V001623,C0188,P048,2023-10-30,1,354,0.05,336.3
V001624,C0031,P023,2024-08-17,3,463,0.1,1250.1
V001625,C0147,P030,2023-07-24,3,121,0.05,344.85
V001626,C0155,P014,2023-02-07,3,111,0.0,333.0
V001627,C0126,P033,2024-07-01,1,100,0.0,100.0
V001628,C0050,P008,2024-06-26,2,442,0.05,839.8
V001629,C0022,P005,2024-12-05,2,172,0.0,344.0
V001630,C0165,P034,2024-09-07,2,478,0.05,908.2
V001631,C0010,P033,2024-04-30,5,100,0.1,450.0
V001632,C0045,P036,2023-03-11,3,258,0.0,774.0
V001633,C0123,P035,2024-05-01,2,435,0.0,870.0
V001634,C0074,P036,2024-03-21,2,258,0.05,490.2
V001635,C0176,P005,2023-11-17,2,172,0.0,344.0
V001636,C0114,P045,2023-11-10,4,349,0.05,1326.2
V001637,C0170,P014,2023-12-02,2,111,0.05,210.9
V001638,C0132,P004,2023-04-14,5,499,0.1,2245.5
V001639,C0028,P023,2024-03-11,4,463,0.0,1852.0
V001640,C0075,P018,2024-01-26,4,167,0.0,668.0
V001641,C0189,P031,2024-03-29,4,286,0.0,1144.0
V001642,C0152,P026,2024-08-25,1,394,0.05,374.3
V001643,C0058,P014,2024-02-10,2,111,0.1,199.8
V001644,C0155,P037,2023-09-21,4,492,0.1,1771.2
V001645,C0111,P017,2023-12-16,1,86,0.1,77.4
V001646,C0151,P037,2024-08-22,1,492,0.1,442.8
V001647,C0010,P008,2023-02-19,5,442,0.1,1989.0
V001648,C0142,P022,2024-05-06,2,345,0.1,621.0
V001649,C0005,P035,2023-08-28,3,435,0.0,1305.0
V001650,C0025,P046,2023-03-29,5,130,0.1,585.0
V001651,C0105,P043,2024-06-18,3,346,0.05,986.1
V001652,C0044,P042,2023-10-29,4,147,0.05,558.6
V001653,C0189,P033,2024-06-13,3,100,0.1,270.0
V001654,C0193,P043,2024-09-21,4,346,0.1,1245.6
V001655,C0095,P029,2023-06-24,5,148,0.05,703.0
V001656,C0199,P032,2023-12-03,5,276,0.05,1311.0
V001657,C0194,P034,2023-05-10,5,478,0.1,2151.0
V001658,C0029,P038,2023-02-22,2,134,0.0,268.0
V001659,C0019,P029,2024-08-20,4,148,0.1,532.8
V001660,C0138,P039,2024-11-07,1,185,0.0,185.0
V001661,C0077,P034,2024-07-07,2,478,0.1,860.4
V001662,C0156,P029,2023-03-25,4,148,0.0,592.0
V001663,C0085,P049,2024-08-17,5,256,0.05,1216.0
V001664,C0068,P022,2023-04-12,3,345,0.0,1035.0
V001665,C0109,P032,2023-06-13,5,276,0.05,1311.0
V001666,C0134,P007,2023-03-26,2,467,0.1,840.6
V001667,C0056,P041,2023-01-31,2,388,0.1,698.4
V001668,C0129,P022,2024-03-20,5,345,0.0,1725.0
V001669,C0199,P006,2024-08-14,2,90,0.1,162.0
V001670,C0126,P035,2023-03-23,3,435,0.05,1239.75
V001671,C0148,P001,2023-01-24,5,326,0.1,1467.0
V001672,C0185,P037,2024-10-07,2,492,0.0,984.0
V001673,C0114,P030,2024-08-13,1,121,0.05,114.95
V001674,C0081,P010,2024-07-27,4,496,0.05,1884.8
V001675,C0150,P014,2023-08-15,3,111,0.0,333.0
V001676,C0161,P043,2023-11-17,5,346,0.1,1557.0
V001677,C0193,P002,2024-04-20,1,50,0.1,45.0
V001678,C0082,P013,2023-05-10,4,274,0.0,1096.0
V001679,C0192,P048,2023-05-05,1,354,0.1,318.6
V001680,C0062,P038,2023-03-23,1,134,0.0,134.0
V001681,C0137,P009,2024-08-10,4,331,0.05,1257.8
V001682,C0035,P042,2023-11-19,3,147,0.0,441.0
V001683,C0063,P047,2024-03-12,1,91,0.1,81.9
V001684,C0016,P045,2024-06-27,3,349,0.1,942.3
V001685,C0026,P033,2023-05-06,1,100,0.05,95.0
V001686,C0084,P004,2023-05-19,3,499,0.0,1497.0
V001687,C0183,P030,2023-07-31,4,121,0.0,484.0
V001688,C0088,P045,2024-06-27,4,349,0.0,1396.0
V001689,C0098,P049,2024-02-16,2,256,0.05,486.4
V001690,C0021,P014,2024-12-07,3,111,0.1,299.7
V001691,C0185,P039,2024-02-15,5,185,0.0,925.0
V001692,C0054,P023,2023-09-05,5,463,0.0,2315.0
V001693,C0181,P001,2024-10-03,3,326,0.1,880.2
V001694,C0083,P049,2024-03-16,1,256,0.05,243.2
V001695,C0163,P019,2024-04-06,2,490,0.0,980.0
V001696,C0167,P022,2024-01-31,4,345,0.0,1380.0
V001697,C0150,P032,2024-08-04,2,276,0.05,524.4
V001698,C0089,P008,2023-04-14,4,442,0.05,1679.6
V001699,C0064,P026,2024-11-26,5,394,0.0,1970.0
V001700,C0169,P009,2024-06-04,2,331,0.05,628.9
V001701,C0125,P012,2024-04-12,1,415,0.0,415.0
V001702,C0140,P039,2024-03-07,4,185,0.05,703.0
V001703,C0002,P022,2023-09-13,3,345,0.0,1035.0
V001704,C0134,P006,2024-01-22,3,90,0.05,256.5
V001705,C0018,P046,2024-11-30,4,130,0.0,520.0
V001706,C0009,P007,2024-09-30,4,467,0.05,1774.6
V001707,C0163,P014,2023-12-09,5,111,0.1,499.5
V001708,C0077,P027,2023-09-29,1,81,0.05,76.95
V001709,C0032,P003,2023-07-13,5,59,0.1,265.5
V001710,C0001,P009,2024-05-17,2,331,0.0,662.0
V001711,C0068,P010,2024-05-13,4,496,0.0,1984.0
V001712,C0109,P009,2024-06-05,1,331,0.05,314.45
V001713,C0163,P017,2024-11-23,3,86,0.05,245.1
V001714,C0030,P034,2024-08-15,2,478,0.1,860.4
V001715,C0082,P014,2023-01-23,5,111,0.05,527.25
V001716,C0148,P003,2024-03-04,4,59,0.05,224.2
V001717,C0067,P045,2024-11-06,5,349,0.1,1570.5
V001718,C0178,P001,2024-08-06,2,326,0.0,652.0
V001719,C0130,P035,2023-10-12,5,435,0.1,1957.5
V001720,C0117,P049,2023-10-04,3,256,0.05,729.6
V001721,C0029,P046,2023-08-31,3,130,0.1,351.0
V001722,C0192,P030,2023-05-20,4,121,0.0,484.0
V001723,C0117,P018,2023-07-21,1,167,0.1,150.3
V001724,C0109,P036,2024-07-27,1,258,0.0,258.0
V001725,C0194,P025,2023-10-05,1,266,0.0,266.0
V001726,C0079,P014,2024-08-27,5,111,0.1,499.5
V001727,C0017,P033,2024-05-20,2,100,0.1,180.0
V001728,C0121,P029,2024-10-29,3,148,0.1,399.6
V001729,C0057,P047,2023-08-28,2,91,0.05,172.9
V001730,C0073,P049,2024-05-01,4,256,0.0,1024.0
V001731,C0065,P007,2023-08-27,1,467,0.1,420.3
V001732,C0004,P040,2023-04-26,3,196,0.0,588.0
V001733,C0132,P041,2024-03-05,1,388,0.0,388.0
V001734,C0140,P009,2024-02-10,2,331,0.05,628.9
V001735,C0068,P011,2023-02-10,3,326,0.0,978.0
V001736,C0168,P011,2023-08-27,1,326,0.1,293.4
V001737,C0009,P047,2024-10-30,3,91,0.05,259.35
V001738,C0119,P009,2023-01-08,3,331,0.05,943.35
V001739,C0017,P002,2023-02-27,4,50,0.1,180.0
V001740,C0152,P046,2023-10-06,1,130,0.1,117.0
V001741,C0056,P011,2023-10-05,3,326,0.0,978.0
V001742,C0142,P042,2023-03-19,1,147,0.1,132.3
V001743,C0124,P046,2024-09-22,3,130,0.0,390.0
V001744,C0163,P010,2023-05-28,3,496,0.1,1339.2
V001745,C0120,P002,2024-08-24,5,50,0.05,237.5
V001746,C0039,P048,2024-02-04,3,354,0.1,955.8
V001747,C0105,P014,2023-07-07,2,111,0.05,210.9
V001748,C0021,P032,2023-11-02,2,276,0.0,552.0
V001749,C0075,P001,2023-09-29,2,326,0.0,652.0
V001750,C0108,P007,2023-04-21,5,467,0.1,2101.5
V001751,C0014,P003,2023-07-17,3,59,0.05,168.15
V001752,C0135,P028,2023-04-12,4,459,0.0,1836.0
V001753,C0013,P031,2023-01-13,2,286,0.1,514.8
V001754,C0103,P029,2024-12-12,2,148,0.0,296.0
V001755,C0039,P050,2023-02-05,1,176,0.1,158.4
V001756,C0086,P050,2023-08-31,4,176,0.05,668.8
V001757,C0185,P009,2023-03-13,5,331,0.05,1572.25
V001758,C0051,P027,2024-07-10,5,81,0.0,405.0
V001759,C0003,P022,2024-04-21,4,345,0.1,1242.0
V001760,C0081,P002,2023-03-03,1,50,0.05,47.5
V001761,C0063,P009,2023-12-08,5,331,0.0,1655.0
V001762,C0007,P030,2023-08-10,5,121,0.05,574.75
V001763,C0023,P013,2023-02-05,4,274,0.0,1096.0
V001764,C0042,P006,2023-04-22,2,90,0.1,162.0
V001765,C0098,P037,2023-02-12,5,492,0.05,2337.0
V001766,C0020,P042,2024-02-04,4,147,0.0,588.0
V001767,C0048,P008,2023-01-26,3,442,0.05,1259.7
V001768,C0182,P050,2023-10-14,4,176,0.0,704.0
V001769,C0127,P008,2024-08-06,2,442,0.1,795.6
V001770,C0018,P031,2023-01-07,4,286,0.05,1086.8
V001771,C0079,P016,2024-02-21,1,167,0.0,167.0
V001772,C0058,P049,2023-11-05,3,256,0.0,768.0
V001773,C0048,P024,2023-05-28,1,99,0.1,89.1
V001774,C0102,P001,2023-05-28,3,326,0.0,978.0
V001775,C0055,P038,2023-10-04,1,134,0.0,134.0
V001776,C0188,P043,2023-01-18,5,346,0.05,1643.5
V001777,C0079,P048,2024-04-01,4,354,0.0,1416.0
V001778,C0097,P040,2023-01-24,2,196,0.1,352.8
V001779,C0047,P027,2024-10-18,3,81,0.05,230.85
V001780,C0025,P015,2023-05-14,4,223,0.05,847.4
V001781,C0021,P042,2024-04-21,5,147,0.05,698.25
V001782,C0185,P036,2023-01-25,2,258,0.05,490.2
V001783,C0089,P045,2024-01-03,5,349,0.1,1570.5
V001784,C0090,P008,2024-01-27,1,442,0.0,442.0
